MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
3:Ins:R:5	0.00028897543536872134	0.0002750352118425663	0.00041829838871152315	0.0005027990015546751	0.0005779923586389228	0.000991921226061592	0.00042458622537076195	0.00040516015995821855	0.001049939357229657	0.00042290723087747717	0.0005661327402024909	0.0003123744021936964
4:Ins:R:0	0.0007870721670493122	0.0008906006026202087	0.001364725846759195	0.0007546077187564516	0.000975154917849339	0.0036435501539869727	0.0010052129650349709	0.0025477402490350523	0.002631226588537018	0.0009975956145839098	0.0031792241510499725	0.0011223757534365357
4:Ins:R:1	0.0017904823844636071	0.0018596609869295207	0.0018314871793908005	0.0018136013361637448	0.001850830875774062	0.006676652667111195	0.0030891881540057913	0.0027230704259928796	0.004077365476220128	0.0020664887016494963	0.005388123450588821	0.003403796048896793
4:Ins:R:2	7.64575032459106e-05	8.626283410342348e-05	8.23178507683898e-05	7.665416437410293e-05	0.00010902617669426867	0.00020315741562911623	0.00015157708829636936	0.00022231393558402518	0.0002587167783769573	0.00013870012893364957	0.00033219744401135086	0.00013413539553287077
4:Ins:R:3	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
4:Ins:R:4	8.926820621186475e-05	4.551100546029888e-05	0.0001432028338544756	9.088284611811123e-05	0.00018471415351502688	0.00021631172665216575	9.5949838312948e-05	0.00031419041045044165	0.0005950534621718826	0.00011754520018379286	0.0002740176147596329	8.263211111872546e-05
4:Ins:R:5	0.0001729345192524277	0.000224526366562454	0.00027659303606959013	0.0002608099559671467	0.00034482192829077187	0.0012385363973753556	0.00025547552736332506	0.00045856612235360504	0.00045305402874824775	0.00027946826801877563	0.0006813191618485462	0.00033064464685188786
5:Ins:R:0	0.0014990325464990083	0.0012738511404002822	0.001683120394492118	0.0016706959335910253	0.0019832419011937214	0.010866136106988833	0.0017754012213300886	0.003493906857585202	0.004257288737724364	0.0018943354171390746	0.005751471720003421	0.0018261163557903473
5:Ins:R:1	0.002139115470573227	0.0016041718890123964	0.0032567438395338525	0.003346845669205747	0.004629608615776436	0.016193934637359523	0.0029148382650298794	0.00570075341060458	0.010184314125195484	0.0031379143730618678	0.00797963332882027	0.002260274415628839
5:Ins:R:2	5.4222188490938614e-05	3.7972364565872386e-05	6.264071447654628e-05	8.986374029863173e-05	0.00014999934583304338	6.437127585533373e-05	6.98242010585747e-05	0.0001447126040213523	0.0003205571799548903	8.923968258748902e-05	0.00016303038599767706	4.8803185210597855e-05
5:Ins:R:3	1.8050239792932216e-05	2.1702436795458594e-05	3.6367012406121675e-05	4.45429439100169e-05	5.36450014821948e-05	4.8048866812172785e-05	2.996945202437351e-05	4.9954917131132245e-05	0.00018730896493713686	5.169053647606555e-05	6.418793697967324e-05	1.975272952594732e-05
5:Ins:R:4	3.311118953297791e-05	1.92450011569317e-05	2.2087502563583045e-05	4.710041533843435e-05	4.9656427042661785e-05	0.0008957907264707412	4.292125691234738e-05	4.080291305625778e-05	9.234949555886817e-05	4.548563835387847e-05	0.00011220954926016549	3.757036217379157e-05
5:Ins:R:5	2.4072356906918248e-05	3.437859832239613e-05	2.8055064769344542e-05	4.0437747576880614e-05	5.353393520425022e-05	4.5270663684696093e-05	4.614977305639515e-05	5.2755846365055195e-05	0.0001109524795582897	3.681361395004415e-05	8.943827295559348e-05	3.789412248471213e-05
2:Del:M:1	0.0037928791153220864	0.0029901053510465424	0.005207349611779774	0.004130131883553751	0.005256311428585203	0.016085294821181557	0.0035042857589465378	0.0075363365816932025	0.012240653213949208	0.004736746269239409	0.009411698038479209	0.003954024123595736
3:Del:M:1	0.009586880112828234	0.008684999148946626	0.01853715426305772	0.009552088455113577	0.012781113043912634	0.008012144003591142	0.009899597968730996	0.017471088889079864	0.015794342624721548	0.011392090676814792	0.016852595269183007	0.010600588929135022
3:Del:M:2	0.0018220161074855147	0.0021307213309101785	0.0038851443216717943	0.0029476979515806337	0.003952458561405095	0.001444075147596807	0.002935737226293959	0.004108751530922717	0.005147004767134694	0.0033465398509766554	0.005053352667724986	0.0031482916095393852
4:Del:M:1	0.0016352410291623298	0.001575251896576028	0.0025021807323336383	0.004271836878735116	0.005202623257953961	0.002159672137329471	0.0033380649362332983	0.002862553153747676	0.00706651494009212	0.003493632024358874	0.00348274615130412	0.0021250855414657113
4:Del:M:2	0.001977580936651315	0.001761796209620704	0.003045411064792083	0.002484327631131778	0.003105956496986361	0.0040442406239751365	0.002451538016707457	0.003356951868020937	0.005435454752673495	0.0026114555785432198	0.004277575690180408	0.0023840934753188306
4:Del:M:3	0.00030708285778671457	0.0002959144244111615	0.00042896842489711495	0.0005566870461709366	0.0007046786511513949	0.0008462887856435311	0.0005935747801284484	0.0005915269211576046	0.0010194856156209248	0.0005485905999268395	0.0007889119890169053	0.0004378058329702296
5:Del:M:1	0.004263949863358517	0.003689753818695315	0.006079850433687118	0.007957496225545457	0.009396399575604288	0.0222450712452683	0.007053894111314399	0.010099835428249581	0.017204108371757804	0.006481040313075246	0.016186298062797786	0.005845904743668388
5:Del:M:2	0.0014546284464808368	0.0016534925256266202	0.0026522690109947204	0.0024391217161206778	0.0032576039582375626	0.005711488518564357	0.002576802862570836	0.005001788924824412	0.006717956791705616	0.0026017259901088595	0.006136627375276978	0.0027176043231538116
5:Del:M:3	0.0008390497551851813	0.0006535038217063223	0.0011671743358387685	0.0011759074521477354	0.0015401806560830249	0.0009411410752754088	0.0010758647698192174	0.001624820930131505	0.0025947669635836535	0.0011351397969705454	0.0019082612432614618	0.0010387827932432547
5:Del:M:4	0.00019725758022653305	0.00018482667531701205	0.0002016089833653823	0.0002464869444608149	0.0002878600921314074	0.0002557673138936667	0.0002738899342155161	0.0003645434646097813	0.0004801193138328824	0.0002318165910484063	0.0005226260182664093	0.00023334214099870432
5:Del:M:5	0.0001423576733140114	0.00014028361346508106	0.00021380884810178545	0.00026938118041628365	0.0004065688063646423	0.0002489137699070324	0.00029433667349387755	0.0002811110822317579	0.0006269204368036554	0.000316880160192122	0.0004169410961038124	0.0002048094641323723
