MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
4:Ins:R:5	8.397927061481966e-05	0.0003322970963678675	3.732413331938524e-05	0.0002646210838642048	0.0003649567133676279	0.0011265374929880871	0.00044817724337776484	0.0007488276833688004
5:Ins:R:0	0.0008442927318786274	0.0016106429859459172	0.0003496074442268133	0.0016423330330748503	0.0027339068570662673	0.009609848703114548	0.003050775425634266	0.006381328102417388
5:Ins:R:1	0.0011633461457517136	0.002995416553096788	0.0006030942279711251	0.002833804283734736	0.0032146012745204156	0.015615804108455223	0.005634015931131078	0.012223204050606019
5:Ins:R:2	1.4041842389070859e-05	7.19839817079834e-05	7.765553128667165e-05	8.237147783471112e-05	6.881617965168749e-05	0.0001461395029417487	0.0001462651033458351	0.00019443063678826537
5:Ins:R:3	1.598693695188919e-05	3.895141205380677e-05	8.252643539691095e-06	3.166196632888709e-05	5.530285217151389e-05	0.00011663565556865426	6.855501988678093e-05	0.00015643352734146733
5:Ins:R:4	1.7484838950204064e-05	5.03970207334465e-05	4.8395979220498065e-06	3.035320763171521e-05	4.3326967673167546e-05	0.000587203287347725	0.00010863347935799414	0.00013471696280148925
5:Ins:R:5	2.0942932804601882e-05	3.419713333325322e-05	1.8464847011909016e-06	3.737540317093127e-05	5.1832115364378045e-05	5.2078851269734464e-05	4.344401349104081e-05	0.00017935939797046068
2:Del:M:1	0.0016138821621425733	0.0046080498614900186	0.0006844397671022466	0.003484108474744737	0.005307180086398173	0.016957093341311028	0.007076507009249776	0.012525247155572058
3:Del:M:1	0.00826520686758981	0.010875805172077844	0.01776595492588306	0.009316126146075339	0.009407946262659003	0.009251494496915348	0.012957722541555214	0.01080757433100173
3:Del:M:2	0.001280725622277259	0.0032370313579245906	0.0036057450142622178	0.002934586248247215	0.0033312054183431954	0.0025908832948418102	0.004169478345295914	0.0038717064716716054
4:Del:M:1	0.0009011631847376434	0.0041860734578815255	0.0008404973468187494	0.0033604596453751193	0.00311506251047437	0.0038313141669423243	0.00460551754123703	0.005286268186487306
4:Del:M:2	0.001954362132863903	0.0018133767089921606	0.0015819252239261505	0.0021231782037556615	0.0026837340612645227	0.004422715913515366	0.0026632324725080164	0.004694099133619854
4:Del:M:3	0.00014605832162421052	0.0006086973022112179	0.0002273035889182396	0.00050873123891437	0.0005988292372160284	0.0009535462558096986	0.000737501863665014	0.0008454301705749704
5:Del:M:1	0.002193020129654225	0.007346150158436182	0.0012425432253379918	0.006432139697868399	0.008786621072034368	0.022678637398446385	0.010558608670501329	0.020947104232618127
5:Del:M:2	0.00089561480495121	0.0025947722737364684	0.0003253452985809145	0.0025068410497709583	0.0036799975893813154	0.006526316753235213	0.0036589783314428994	0.00993605627230507
5:Del:M:3	0.00034069972277907024	0.001236396234511043	0.000198370060049734	0.001137917955093482	0.0013339664162449066	0.0016668323319052978	0.0014898186315714967	0.002897387757733013
5:Del:M:4	8.890399640046965e-05	0.0003160646165704608	2.7904824721859845e-05	0.00023652094367125043	0.0003162014185220738	0.00038053805677221685	0.00040486080185659804	0.0006659257983725286
5:Del:M:5	7.652704618649698e-05	0.0002787969254978958	8.253161308405333e-05	0.0002936308051687407	0.00028184064305669356	0.0003342876827552406	0.0004539838871183336	0.00043796223105806734
