MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
5:Ins:R:0	0.00019449482758603358	0.0022604471902354143	0.000295071713893338	0.0026083886211109657	0.0019086706095396485	0.009281923257871885	0.006416495446670119
5:Ins:R:1	0.00022280275079450548	0.004225106958614525	0.00028717185908843463	0.0033683179727911046	0.0033168902726623452	0.013860146775888118	0.01396907494822899
5:Ins:R:2	1.329680239726126e-05	0.00011996744668643383	8.153853496635597e-05	7.203638045148253e-05	7.479015886078163e-05	6.942723699608034e-05	0.0002665895484677316
5:Ins:R:3	5.3289120686098265e-06	5.135692729025962e-05	1.4676532535263813e-06	5.343030040381893e-05	4.531025944338888e-05	5.924431053866955e-05	0.00020707632001842424
5:Ins:R:4	7.957835878300017e-07	7.187719081374567e-05	9.669092055694279e-08	3.0241147589486545e-05	5.0436723803078606e-05	0.0005764557891886471	0.0001315324911732753
5:Ins:R:5	3.380762151881555e-06	4.699031959259175e-05	4.882439861185895e-06	7.74968549970331e-05	3.9275597336572315e-05	6.546457625038219e-05	0.00017194855527790474
2:Del:M:1	0.0007428461666738346	0.006086516538024814	0.0004420313479842541	0.004592205305053586	0.004745148677917152	0.016643811243267324	0.012792937196049778
3:Del:M:1	0.007965114548348026	0.010738447470450618	0.01765820957006166	0.00950324357655311	0.0104037805687376	0.007758312041055685	0.012466805009027297
3:Del:M:2	0.0009716339639215547	0.0031379363606344607	0.0038525754562994344	0.003522797691572334	0.0032064541676761135	0.0021353430972545872	0.005159853881697829
4:Del:M:1	0.0005367679892094967	0.0048925525027793655	0.0005975751922320431	0.003695580823673881	0.0042085509126290966	0.0027188110060124603	0.006553246974433254
4:Del:M:2	0.0017439215552105185	0.0019068413097716032	0.0015084107960484597	0.002645322420442402	0.0020283777339522393	0.0035273436574436304	0.005166653920561646
4:Del:M:3	6.745013147704704e-05	0.0006878162742256142	0.00018849937491597157	0.0006375184993893012	0.0006052788859127506	0.0009226517803840466	0.0007864318843167588
5:Del:M:1	0.0006147469205596916	0.009090500133216895	0.0007687202653810423	0.009887938353024065	0.008156238909002305	0.020689073963703265	0.02174757683109939
5:Del:M:2	0.00031683002506611866	0.002937922937748705	0.00011245707828604655	0.004326587258317479	0.0028295420161018494	0.006561614649550658	0.010723889993501906
5:Del:M:3	0.00014468978264401417	0.0013159677633063217	0.00012027921364329025	0.001467208990201639	0.0014065232427962016	0.0015086496688214899	0.0031244950034969242
5:Del:M:4	3.537941416140332e-05	0.0003228836106468833	9.672639469559422e-06	0.0003628922271397812	0.00030867238782660917	0.00041071435934712797	0.0008097332841388163
5:Del:M:5	2.3224217207638343e-05	0.00034132107025554244	6.873511591147927e-05	0.00031136223729199875	0.000338951433946469	0.00027241530551881584	0.0006393895695354579
